precision,recall,ndcg,hr,MAP
0.12341059602649647,0.032443130293821815,0.2320720746853057,0.4273178807947159,0.01860507164628368
0.13294701986755705,0.03638623596297632,0.24867981814640736,0.4491721854304783,0.021049495722036037
0.14076158940398206,0.03864128516233345,0.26004041995030375,0.47334437086094283,0.02228618271756056
0.16079470198676574,0.04527742570067876,0.288072638193814,0.5210264900662356,0.026640430665207705
0.18033112582782726,0.05309411793069035,0.3180812405567177,0.5617549668874156,0.032144020993060386
0.19218543046359018,0.05777514579393866,0.3330518510133125,0.5854304635761503,0.03538296701030975
0.19986754966888914,0.060846124694405014,0.34177959916468903,0.6038079470198534,0.03722455610336795
0.20880794701988328,0.0645438536662335,0.3534973745753477,0.6245033112582579,0.03907795783964446
0.21397350993379102,0.06638534825991921,0.35790046245667195,0.6365894039734861,0.040236531937363755
0.21685430463577787,0.06794003842472025,0.36211564737148527,0.6468543046357347,0.041330361501906186
0.2194039735099505,0.06844731800505424,0.3659700216464476,0.6465231788079202,0.04217373335425355
0.220099337748361,0.06881513866387072,0.3651219514553783,0.6483443708608998,0.042715585487965606
0.22168874172187075,0.0683354054934732,0.3632166755538605,0.6498344370860649,0.04190484291843633
0.22105960264902277,0.06798950244195832,0.36390655619267803,0.6481788079469926,0.04190819947007146
0.21781456953643977,0.06726648947272,0.3571305763774613,0.6408940397350742,0.04123412922008186
0.21725165562915502,0.06626915853489407,0.35612013496911943,0.6375827814569295,0.04100970475476972
0.21923841059604252,0.06761272389832246,0.3591911256354447,0.6420529801324248,0.04157475885099415
0.2196688741722016,0.06680196766889714,0.3596373237418355,0.6402317880794453,0.041176529022788705
0.21950331125829406,0.0666954328739261,0.36095552590094565,0.6390728476820946,0.040986254588232726
0.21794701986756562,0.0664542896402895,0.35680437382418356,0.6370860927152078,0.040531207560515745
0.21711920529802903,0.06571505522173174,0.3547751635675313,0.6317880794701762,0.03997818999445936
0.2154304635761747,0.06546706240454012,0.3544641666660565,0.6336092715231558,0.039669127428713105
0.21503311258279748,0.06550312146025655,0.3528325396009696,0.6329470198675269,0.04012326234241258
0.21639072847683682,0.06586719928703548,0.3549554044756212,0.6341059602648775,0.04020800655199555
0.21665562913908842,0.06551410240399667,0.3547573991526009,0.6342715231787848,0.039833810634919635
0.21516556291392291,0.0647714708541129,0.3529932650260703,0.6332781456953414,0.039715996871719485
0.2149006622516715,0.0650035874122395,0.35253362979313446,0.6360927152317644,0.03934569412679597
0.21427152317882356,0.06477575435402937,0.35313221422819147,0.6304635761589183,0.03956739468079738
0.21337748344372406,0.06431160335691054,0.3506286220995809,0.6296357615893822,0.039179474607459276
0.2145033112582939,0.06453096103899839,0.3520083024349904,0.6319536423840835,0.0389957296808094
0.21327814569537934,0.06406119825383277,0.34963293677820273,0.6279801324503098,0.03882804339884766
0.21337748344372381,0.06418356827693888,0.34882317284485,0.6294701986754749,0.03896020111430204
0.21112582781458508,0.06297367983146375,0.34802430561377534,0.6283112582781243,0.03823812663662267
0.21301324503312807,0.06457805558972769,0.35062509848934176,0.6337748344370631,0.03906729461493632
0.21119205298014793,0.06356724886616794,0.34653884452559947,0.6291390728476605,0.03819630953309734
0.210298013245048,0.06314725063186448,0.34626287499373865,0.6263245033112375,0.03815433145347624
0.21350993377484992,0.06379730639055445,0.3495678899071219,0.6319536423840835,0.038400177069665226
0.2134768211920684,0.06440433824029582,0.35067436881363157,0.63096026490064,0.03881234545750692
0.21380794701988312,0.06455249742062828,0.3494151503950962,0.6302980132450111,0.03899415871614252
0.21215231788081054,0.06411133174336754,0.3475545957388724,0.6293046357615677,0.03836047967871868
0.21178807947021414,0.06391779437611732,0.3464695936266244,0.6268211920529592,0.03864963921032151
0.2111589403973658,0.06356812552981235,0.34640756019984403,0.6215231788079276,0.038507805365950325
0.21201986754968394,0.06383519730064462,0.3477084153559539,0.625993377483423,0.038600686873748326
0.21201986754968422,0.06410280253038901,0.34861004666954004,0.6269867549668664,0.03876610236247891
0.21069536423842566,0.06282771745933631,0.3463005215169791,0.622516556291371,0.03837791132789916
0.21072847682120716,0.06333247020815021,0.34537238422416283,0.6213576158940204,0.03828465374712867
0.21062913907286293,0.06376882527134904,0.34936889876970556,0.6241721854304434,0.03855549726082586
0.20980132450332659,0.06288651831275245,0.3481852332166054,0.6261589403973302,0.038067045859213514
0.20940397350994894,0.06325826777178085,0.3465258748155406,0.6226821192052783,0.038219723088268986
0.20854304635763102,0.06298353534376366,0.3464892969513238,0.6246688741721651,0.0382030242209938
0.20976821192054496,0.06270315509132825,0.3465408443272679,0.6258278145695158,0.03820562808196702
0.2092052980132596,0.06231532893207866,0.34342586336476505,0.6205298013244842,0.03752267355126164
0.2099337748344525,0.062310560051713544,0.3471832699865021,0.6238410596026289,0.03757377752369584
0.21009933774835973,0.06294132360487914,0.3479696347837287,0.631622516556269,0.03765348780271878
0.20963576158941957,0.06263950646833591,0.3448059445435058,0.6299668874171966,0.03722386302119195
0.21096026490067746,0.06270974391554829,0.34581528107007026,0.6254966887417013,0.03765417563321559
0.21006622516557832,0.06272417142041259,0.34697697548963,0.625993377483423,0.038056833419359795
0.20963576158941916,0.06278075489155328,0.3459815049440093,0.6223509933774638,0.037856685136620785
0.21281456953643937,0.06422834891976706,0.3505732676718279,0.6289735099337532,0.03837028481796114
0.20940397350994885,0.06301158356096984,0.34383090303763486,0.6230132450330927,0.03784610860364818
0.2093708609271675,0.06299131221973042,0.3430088312172836,0.6216887417218349,0.03796180612050025
0.20950331125829316,0.06270073259925442,0.3442345221892379,0.6221854304635566,0.03776285579572964
0.20824503311259762,0.06272266907122291,0.34402994858314545,0.6263245033112375,0.03746519965015938
0.20658940397352507,0.061950499713004696,0.34281625832035545,0.6206953642383914,0.03714564821237851
0.20983443708610816,0.06313528749633761,0.34595124625731455,0.6266556291390519,0.03765767924000713
0.20890728476822762,0.06320449120528827,0.34316395074381356,0.6241721854304434,0.037312077943353956
0.21019867549670457,0.06331668531549588,0.3474392812451588,0.6258278145695158,0.038223363774473385
0.20900662251657137,0.06254547873275762,0.3441627825834697,0.620364238410577,0.037563829040718526
0.21192052980134005,0.0636739501452368,0.3488845386455485,0.6268211920529592,0.038298048597990964
0.20807947019869083,0.06227404228228859,0.3422586677492821,0.6198675496688553,0.03739349975053619
0.20778145695365727,0.06267436037958132,0.3442498964205282,0.619701986754948,0.03757683003445415
0.2069205298013397,0.06233134656173945,0.3413282992110165,0.6165562913907106,0.03705808603159446
0.2062582781457104,0.06168588135559391,0.34109615982569547,0.616887417218525,0.036847178848767335
0.20582781456955124,0.06147535990077801,0.3402209339866959,0.6124172185430297,0.03693874839290006
0.20754966887418771,0.06248944379244276,0.34256819027610574,0.6193708609271336,0.03719130718712389
0.20668874172186938,0.06228002537844867,0.342219965263346,0.6180463576158757,0.03708107930221712
0.20675496688743236,0.06213563402917627,0.34223252445623975,0.6195364238410408,0.03688102762098179
0.20715231788080965,0.06207848629499253,0.33990327500085715,0.6180463576158757,0.036733589196654974
0.20784768211922064,0.062006925306049496,0.3419323835104324,0.6192052980132263,0.03684292959501707
0.20605960264902143,0.06153770389550894,0.3404571418327518,0.6160596026489888,0.03669532111744369
0.20718543046359147,0.062219018952187496,0.3386979028438597,0.6177152317880612,0.036549339406737276
0.20589403973511453,0.06163070389786044,0.336197917485729,0.6167218543046178,0.036290620454251986
0.208079470198691,0.06266133756773483,0.3415453877650437,0.6241721854304434,0.03716829204707405
0.20758278145696862,0.06192099131370682,0.3410166048240236,0.6205298013244842,0.03642139313001452
0.20662251655630642,0.0613704062932936,0.3406518760627857,0.6178807947019684,0.03649358983345738
0.2067218543046505,0.061891320787522096,0.3385414094625981,0.6172185430463395,0.03622413215495961
0.20705298013246565,0.06188119434247417,0.33985147903225804,0.6201986754966697,0.036437130942781025
0.2063907284768364,0.061623665588831866,0.3398618774637121,0.6162251655628961,0.03653053844937681
0.2059602649006776,0.06181822973044258,0.3381692033533346,0.6195364238410408,0.036335687641156064
0.20562913907286287,0.06187370467299073,0.3395022758919491,0.6152317880794527,0.0365900460954161
0.20519867549670326,0.060800278859323674,0.33766601660112944,0.6100993377483284,0.036321175206711534
0.20420529801325968,0.06115595352237279,0.3370413519175818,0.6117549668874007,0.036266750790883866
0.20523178807948503,0.06165082904224317,0.33851570669777187,0.6144039735099165,0.03655519819780698
0.20711920529802852,0.062036809044240374,0.3418955894112139,0.6205298013244842,0.03654414932655928
0.20334437086094168,0.06043423691244585,0.33406709854917777,0.6100993377483284,0.03594408156701154
0.20278145695365735,0.06034611823685988,0.33444892366224077,0.611258278145679,0.03593780615752473
0.20331125827816032,0.05996173168813,0.3357535174207427,0.6092715231787922,0.03578895230034607
0.20615894039736593,0.06091899224023827,0.33974977052000443,0.6153973509933599,0.03650325802986806
0.2053311258278293,0.06104359588523278,0.33820650553940623,0.614072847682102,0.03573986454432794
0.2057615894039882,0.06176859333497048,0.3392387097424958,0.6177152317880612,0.036375746821006874
0.20470198675498158,0.06097701699012275,0.3371046233773468,0.6144039735099165,0.035676832015932886
0.20675496688743222,0.0617784310409153,0.3403813857742734,0.6185430463575974,0.03662467679508527
0.20364238410597488,0.06048979539706675,0.3357132319234565,0.6122516556291224,0.035887245175891085
0.2067549668874323,0.061383992973762375,0.3413354899388297,0.6198675496688553,0.036736755360257244
0.20456953642385584,0.06097525138205449,0.33695680119818866,0.6124172185430297,0.03589459667551876
0.205496688741737,0.061470989792681084,0.34054183879460653,0.6155629139072671,0.0365865280548167
0.20529801324504812,0.061441344162089684,0.33757985944921765,0.6170529801324323,0.03626019178145788
0.20781456953643887,0.06194042729945059,0.3428900883662885,0.6210264900662059,0.036895854712911375
0.20496688741723332,0.06108020526088328,0.3387827189039704,0.614072847682102,0.03632868847114836
0.2027152317880942,0.060398849958494684,0.3359810272917202,0.6099337748344211,0.035845028340751206
0.20407284768213402,0.06066040066434011,0.3371664304851289,0.6127483443708441,0.036120162500633345
0.2053642384106108,0.060504357624432285,0.33701047705570847,0.614735099337731,0.03587428286832431
0.20566225165564406,0.06120940878069465,0.33825907153845075,0.6187086092715046,0.03621427091035955
0.20556291390729986,0.061480959785662266,0.3381301004944536,0.6206953642383914,0.03623429173096025
0.20453642384107482,0.06114278605719248,0.3377114681528512,0.6172185430463395,0.03584370429743163
0.20466887417220073,0.061562961520253416,0.33552748905124874,0.6200331125827625,0.03582352966898907
0.20321192052981618,0.06058107763410884,0.3358860344813215,0.6165562913907106,0.035585744551754415
0.20334437086094193,0.06040022691369542,0.3336494225062928,0.6152317880794527,0.03544853256579586
0.20609271523180298,0.06170289861313583,0.33939402631513843,0.6187086092715046,0.03630517710950995
0.20294701986756433,0.06033784453321637,0.33556026517902154,0.6127483443708441,0.03574754470029789
0.204006622516571,0.06078761383956593,0.3345237475532137,0.6110927152317718,0.035981237646279515
0.20394039735100813,0.06062258223370811,0.33562206189714183,0.6155629139072671,0.035497651413344836
0.20509933774835926,0.06158659779051325,0.3387109943729986,0.619701986754948,0.036355012516500855
0.20354304635763062,0.060573687232301554,0.33401434033584504,0.6086092715231632,0.03593927816983149
0.20579470198676975,0.06117131045219797,0.33712668005261215,0.6102649006622356,0.0363448329059387
0.20225165562915362,0.05995310125575209,0.33217884927803565,0.608443708609256,0.035536553710899504
0.20387417218544532,0.06062441019337984,0.33487906513014515,0.6094370860926994,0.03613307473875467
0.20327814569537916,0.060756369093113057,0.3357651017098039,0.6125827814569369,0.03615471329688457
0.20374172185431977,0.060593918624388184,0.3362517634109341,0.614072847682102,0.035805520124184025
0.20344370860928654,0.06038364120343936,0.3356141053698207,0.6125827814569369,0.035795538660028214
0.2022847682119352,0.05942240018051687,0.33015652190369965,0.6059602649006475,0.03503952859858942
0.201887417218558,0.06002581751278623,0.33031900827357846,0.609105960264885,0.03547831131469946
0.20619205298014712,0.061860491795332526,0.3371966770396949,0.6142384105960093,0.036226990666878706
0.20364238410597538,0.06087570212068509,0.33449220720829137,0.6092715231787922,0.035789193148925195
0.20496688741723318,0.0610628340204923,0.3352599941563853,0.6130794701986586,0.0359685569543311
0.2042384105960416,0.061145367786477126,0.33757448474168134,0.6157284768211744,0.03600629798182855
0.20407284768213427,0.06073677911146136,0.336236153447947,0.6137417218542875,0.03578448606709229
0.20476821192054462,0.060793765631213824,0.3366611234549853,0.6155629139072671,0.03574017998816475
0.20437086092716703,0.0602394568784485,0.33366759499246756,0.6099337748344211,0.035604305634550915
0.20506622516557782,0.06138392115371328,0.3348919104984511,0.6162251655628961,0.03597125043139691
0.2033112582781603,0.06054402944482768,0.3325665482502418,0.6096026490066067,0.03582726473294234
0.2030463576159092,0.06041203278677026,0.3342156675338474,0.6110927152317718,0.035719607219994794
0.20288079470200154,0.06011221668838637,0.33269265947988025,0.6104304635761428,0.035307875687986455
0.20440397350994868,0.06040322483758937,0.33780377603412315,0.611920529801308,0.03586438780154762
0.20549668874173638,0.06021457216636921,0.3389445145398758,0.614735099337731,0.03591685948122948
0.20470198675498186,0.060954010402586245,0.33668366425341695,0.6132450331125658,0.03598501664640509
0.20443708609273,0.061431244202263875,0.33542979263937006,0.6152317880794527,0.03582480764252832
0.20264900662253169,0.0602775922527161,0.33356677253333766,0.6125827814569369,0.03592880853891176
0.20599337748345867,0.06074915120373737,0.33825213685979133,0.6115894039734935,0.036318588721794824
0.20410596026491545,0.06088714268844009,0.3360809357481439,0.611920529801308,0.036066306355449794
0.20271523178809417,0.06009853626059328,0.33187369148193996,0.6094370860926994,0.03541646087214826
0.2048344370861076,0.06121756784692184,0.3371947689145525,0.6117549668874007,0.03611648526669889
0.20569536423842574,0.06151418547759728,0.33983310725908783,0.6173841059602467,0.03644449182309284
0.20364238410597493,0.06076554700129491,0.33792445545019434,0.6137417218542875,0.036212965105468176
0.20284768211922016,0.06022804207801896,0.3321189128826031,0.6107615894039573,0.035539003030399065
0.2047350993377634,0.06118074515081118,0.3360972708951412,0.6122516556291224,0.036069264266592044
0.20317880794703502,0.060655186914747666,0.33467697151132986,0.6132450331125658,0.03578919603201973
0.20490066225167067,0.061058742878532794,0.33584389262233716,0.6170529801324323,0.03613591478280671
0.20198675496690224,0.05992513776579769,0.33233554654690967,0.6087748344370705,0.03558078583844637
0.2042384105960415,0.06048833078490304,0.3366370989203693,0.6120860927152152,0.03598678461449946
0.20447019867551183,0.060486772331417395,0.3366304540576954,0.6142384105960093,0.036077864266008106
0.20463576158941882,0.06070860321080531,0.3350171754679509,0.6115894039734935,0.03593058631849553
0.20496688741723343,0.060627657080080305,0.3354766050234967,0.6104304635761428,0.03587230406904114
0.20407284768213432,0.060377579379892445,0.3374627410241894,0.6125827814569369,0.03607180725203438
0.20582781456955104,0.0607347651560671,0.33653815136863774,0.6173841059602467,0.035855104687320526
0.2032450331125977,0.059704293834111084,0.3356248254776425,0.6145695364238237,0.035531423773794
0.2029470198675647,0.060293464738687866,0.3356512775548932,0.6122516556291224,0.03580206993029698
0.20370860927153833,0.060140653496924865,0.33424415331811635,0.6129139072847514,0.03551223696007189
0.20241721854306113,0.06008943970017155,0.33185509806642605,0.6115894039734935,0.03534783445317334
0.20341059602650519,0.06055774455738317,0.3332573297241817,0.611920529801308,0.03573934698020218
0.2044701986755116,0.06021321153207595,0.33474489484947595,0.6145695364238237,0.03521573000910795
0.20500000000001511,0.06125920218128091,0.33540048916548193,0.6170529801324323,0.03570567871785449
0.20158940397352504,0.05948924939655763,0.33243953884918,0.6127483443708441,0.03484378395416891
0.20205298013246534,0.06048722536235193,0.332504292034278,0.6092715231787922,0.03562917240275117
0.20559602649008143,0.06098135776392282,0.33957923403618234,0.6183774834436901,0.03629716708516625
0.2039403973510084,0.06092149325003859,0.33701860950948664,0.6134105960264731,0.0359798774769487
0.2038410596026638,0.06058204138930292,0.3373211997847437,0.6097682119205139,0.03615736411200517
0.20350993377484958,0.06077034090333567,0.33643217190990327,0.614072847682102,0.035808027418474456
0.20327814569537928,0.06025114103328449,0.33586305840459213,0.6134105960264731,0.035710248983221816
0.20321192052981657,0.06042297344324611,0.3360898181130551,0.6153973509933599,0.03574616258378855
0.20324503311259795,0.060359997869645715,0.3377009964878755,0.6150662251655454,0.03554096290776373
0.20400662251657156,0.06046845226538582,0.33755673069965514,0.6173841059602467,0.03541117241382634
0.20327814569537922,0.060150387401114974,0.334308677972832,0.6117549668874007,0.03569913345358404
0.20430463576160415,0.060526653226028335,0.3370334487579274,0.6149006622516382,0.03557617320368719
0.20493377483445213,0.060877503665477145,0.3359415118937782,0.6134105960264731,0.03566395066252492
0.20410596026491562,0.06103966162407776,0.33749793027422553,0.6165562913907106,0.035914560968349066
0.20394039735100836,0.06017389201398398,0.33629690059927697,0.6139072847681948,0.035209702965486464
0.20490066225167047,0.06079338472145421,0.33655113857371055,0.614072847682102,0.03572340738196551
0.20364238410597524,0.060417910920748615,0.33580062085164863,0.6117549668874007,0.035229732328393014
0.20271523178809442,0.060111714730938855,0.33479797178335663,0.6117549668874007,0.03554150702240157
0.20344370860928626,0.06042942238697299,0.3345919694098456,0.614735099337731,0.035445076457208596
0.20258278145696845,0.059790455871467925,0.3330500448132101,0.6127483443708441,0.03553514117164557
0.20089403973511402,0.05943350331415099,0.3323550717138403,0.6071192052979981,0.035225699967004725
0.20245033112584226,0.06010445719680619,0.333764648454748,0.6092715231787922,0.0352628792988549
0.20132450331127258,0.05950162658216728,0.3304778014265563,0.6026490066225028,0.03498485319188124
0.20321192052981632,0.06030106268043987,0.3354678779907108,0.6125827814569369,0.03564574038068398
0.2037417218543194,0.060180072352690295,0.33357379604467347,0.6127483443708441,0.035438839652173586
0.20036423841061074,0.05901350687669964,0.3304479720797372,0.6074503311258126,0.03449147242279191
0.20284768211921997,0.06028853647366239,0.33306362577846454,0.6094370860926994,0.035283729462946535
0.20370860927153786,0.060697198100996615,0.33390319018418074,0.6144039735099165,0.03539265151491698
0.2017218543046508,0.05993873824984628,0.3307606547683172,0.614072847682102,0.03499819784928795
